shortName,symbol,fullExchangeName,dividendDate,trailingAnnualDividendRate,trailingAnnualDividendYield
AltC Acquisition Corp.,ALCC,NYSE,,0.0,0.0
"Alico, Inc.",ALCO,NasdaqGS,2023-01-12 18:00:00,1.55,0.062
"Aldeyra Therapeutics, Inc.",ALDX,NasdaqCM,,0.0,0.0
"Allete, Inc.",ALE,NYSE,2023-02-28 18:00:00,2.6,0.041093722
"Alector, Inc.",ALEC,NasdaqGS,,0.0,0.0
"Alexander & Baldwin, Inc.",ALEX,NYSE,2023-04-03 19:00:00,0.83,0.046188094
"Alamo Group, Inc.",ALG,NYSE,2023-01-31 18:00:00,0.72,0.0042430316
"Allegro MicroSystems, Inc.",ALGM,NasdaqGS,,0.0,0.0
"Align Technology, Inc.",ALGN,NasdaqGS,,0.0,0.0
"Aligos Therapeutics, Inc.",ALGS,NasdaqGS,,0.0,0.0
Allegiant Travel Company,ALGT,NasdaqGS,2020-03-11 19:00:00,0.0,0.0
"Alignment Healthcare, Inc.",ALHC,NasdaqGS,,0.0,0.0
"Alimera Sciences, Inc.",ALIM,NasdaqGM,2019-11-14 18:00:00,0.0,0.0
"Alight, Inc.",ALIT,NYSE,,0.0,0.0
"Alaska Air Group, Inc.",ALK,NYSE,2020-03-04 18:00:00,0.0,0.0
Alkermes plc,ALKS,NasdaqGS,,0.0,0.0
"Alkami Technology, Inc.",ALKT,NasdaqGS,,0.0,0.0
Allstate Corporation (The),ALL,NYSE,2023-03-16 19:00:00,3.4,0.030738631
Allegion plc,ALLE,NYSE,2023-03-30 19:00:00,1.64,0.015793528
Allego N.V.,ALLG,NYSE,,0.0,0.0
,ALLG-WS,,,,
Allakos Inc.,ALLK,NasdaqGS,,0.0,0.0
"Allogene Therapeutics, Inc.",ALLO,NasdaqGS,,0.0,0.0
"Allarity Therapeutics, Inc.",ALLR,NasdaqGM,,0.0,0.0
Allot Ltd.,ALLT,NasdaqGS,,0.0,0.0
Ally Financial Inc.,ALLY,NYSE,2023-02-14 18:00:00,1.2,0.050998725
"Alnylam Pharmaceuticals, Inc.",ALNY,NasdaqGS,,0.0,0.0
ALSP Orchid Acquisition Corpora,ALOR,NasdaqGM,,0.0,0.0
ALSP Orchid Acquisition Corpora,ALORU,NasdaqGM,,0.0,0.0
ALSP Orchid Acquisition Corporation I Warrant,ALORW,NasdaqGM,,,
"AstroNova, Inc.",ALOT,NasdaqGM,2020-04-01 19:00:00,0.0,0.0
Alpha Healthcare Acquisition Co,ALPA,NasdaqCM,,0.0,0.0
Alpha Healthcare Acquisition Co,ALPAU,NasdaqCM,,0.0,0.0
Alpha Healthcare Acquisition Corp. III Warrant,ALPAW,NasdaqCM,,,
"Alpine Immune Sciences, Inc.",ALPN,NasdaqGM,2017-07-24 19:00:00,0.0,0.0
"Alpine 4 Holdings, Inc.",ALPP,NasdaqCM,,0.0,0.0
"Alpine Summit Energy Partners, ",ALPS,NasdaqGM,2023-02-27 18:00:00,0.27,0.16770187
AlerisLife Inc.,ALR,NasdaqCM,2019-09-30 19:00:00,0.0,0.0
"Alarm.com Holdings, Inc.",ALRM,NasdaqGS,,0.0,0.0
"Aileron Therapeutics, Inc.",ALRN,NasdaqCM,,0.0,0.0
Alerus Financial Corporation,ALRS,NasdaqCM,2023-04-13 19:00:00,0.7,0.04219409
Alpha Star Acquisition Corporat,ALSA,NasdaqGM,,0.0,0.0
Alpha Star Acquisition Corporat,ALSAR,NasdaqGM,,0.0,0.0
Alpha Star Acquisition Corporat,ALSAU,NasdaqGM,,0.0,0.0
Alpha Star Acquisition Corporation Warrants,ALSAW,NasdaqGM,,0.0,0.0
"Allison Transmission Holdings, ",ALSN,NYSE,2023-03-16 19:00:00,0.84,0.019372692
"Altimmune, Inc.",ALT,NasdaqGM,2018-09-13 19:00:00,0.0,0.0
Alta Equipment Group Inc.,ALTG,NYSE,2023-02-27 18:00:00,0.171,0.010601365
"Alvarium Tiedemann Holdings, In",ALTI,NasdaqCM,,0.0,0.0
,ALTIW,NasdaqCM,,0.0,0.0
Pacer Lunt Large Cap Alternator,ALTL,NYSEArca,,,
"Alto Ingredients, Inc.",ALTO,NasdaqCM,,0.0,0.0
Altair Engineering Inc.,ALTR,NasdaqGS,,0.0,0.0
Altitude Acquisition Corp.,ALTU,NasdaqCM,2020-02-23 18:00:00,0.0,0.0
Altitude Acquisition Corp.,ALTUU,NasdaqCM,,0.0,0.0
Altitude Acquisition Corp.,ALTUW,NasdaqCM,,,
Global X Alternative Income ETF,ALTY,NasdaqGM,2017-06-11 19:00:00,,
"Autoliv, Inc.",ALV,NYSE,2023-03-22 19:00:00,2.58,0.029245067
Alvotech,ALVO,NasdaqGM,,0.0,0.0
Alvotech Warrant,ALVOW,NasdaqGM,,0.0,0.0
"AlloVir, Inc.",ALVR,NasdaqGS,,0.0,0.0
"Alexander's, Inc.",ALX,NYSE,2023-02-09 18:00:00,18.0,0.092142306
ALX Oncology Holdings Inc.,ALXO,NasdaqGS,,0.0,0.0
Alithya Group inc.,ALYA,NasdaqCM,,0.0,0.0
"Alzamend Neuro, Inc.",ALZN,NasdaqCM,,0.0,0.0
Antero Midstream Corporation,AM,NYSE,2023-02-07 18:00:00,0.9,0.09045226
Amalgamated Financial Corp.,AMAL,NasdaqGM,2023-02-19 18:00:00,0.36,0.01875
Ambrx Biopharma Inc.,AMAM,NYSE,,0.0,0.0
American Acquisition Opportunit,AMAO,NasdaqCM,,0.0,0.0
American Acquisition Opportunit,AMAOU,NasdaqCM,,0.0,0.0
American Acquisition Opportunity Inc. Warrant,AMAOW,NasdaqCM,,,
"Applied Materials, Inc.",AMAT,NasdaqGS,2023-03-15 19:00:00,1.04,0.008777852
RH Hedged Multi-Asset Income ET,AMAX,NYSEArca,,,
"Ambarella, Inc.",AMBA,NasdaqGS,,0.0,0.0
"Ambac Financial Group, Inc.",AMBC,NYSE,,0.0,0.0
,AMBC-WS,,,,
Ambipar Emergency Response,AMBI,NYSE American,,0.0,0.0
Ambow Education Holding Ltd. Am,AMBO,NYSE American,,0.0,0.0
Ardagh Metal Packaging S.A.,AMBP,NYSE,2023-03-27 19:00:00,0.4,0.10152284
,AMBP-WS,,,,
"AMC Entertainment Holdings, Inc",AMC,NYSE,2020-03-22 19:00:00,0.0,0.0
Amcor plc,AMCR,NYSE,2023-03-20 19:00:00,0.485,0.04515829
AMC Networks Inc.,AMCX,NasdaqGS,,0.0,0.0
"Advanced Micro Devices, Inc.",AMD,NasdaqGS,,0.0,0.0
"AMETEK, Inc.",AME,NYSE,2023-03-30 19:00:00,0.88,0.0065671643
Amedisys Inc,AMED,NasdaqGS,,0.0,0.0
"Apollo Medical Holdings, Inc.",AMEH,NasdaqCM,,0.0,0.0
"Affiliated Managers Group, Inc.",AMG,NYSE,2023-03-01 18:00:00,0.04,0.00029424744
Amgen Inc.,AMGN,NasdaqGS,2023-06-07 19:00:00,7.76,0.033035334
American Homes 4 Rent,AMH,NYSE,2023-03-30 19:00:00,0.72,0.023591088
Argent Mid Cap ETF,AMID,NasdaqGM,,0.0,0.0
JPMorgan Chase Capital XVI JP M,AMJ,NYSEArca,2018-12-06 18:00:00,,
"AssetMark Financial Holdings, I",AMK,NYSE,,0.0,0.0
"Amkor Technology, Inc.",AMKR,NasdaqGS,2023-03-19 19:00:00,0.225,0.009221312
American Lithium Corp.,AMLI,NasdaqCM,2017-08-27 19:00:00,0.0,0.0
Alerian MLP ETF,AMLP,NYSEArca,,0.0,0.0
"Amylyx Pharmaceuticals, Inc.",AMLX,NasdaqGS,,0.0,0.0
AMN Healthcare Services Inc AMN,AMN,NYSE,,0.0,0.0
ETRACS Alerian Midstream Energy,AMNA,NYSEArca,,,
"American National Bankshares, I",AMNB,NasdaqGS,2023-03-16 19:00:00,1.14,0.037279267
UBS AG ETRACS Alerian Midstream,AMND,NYSEArca,,,
QRAFT AI-Enhanced U.S. Large Ca,AMOM,NYSEArca,,,
"Allied Motion Technologies, Inc",AMOT,NasdaqGM,2023-04-04 19:00:00,0.1,0.0027218289
"America Movil, S.A.B. de C.V.",AMOV,NYSE,2022-12-29 18:00:00,0.0,0.0
"Ameriprise Financial, Inc.",AMP,NYSE,2023-02-27 18:00:00,4.88,0.017210975
"Ampio Pharmaceuticals, Inc.",AMPE,NYSE American,,0.0,0.0
"Amplitech Group, Inc.",AMPG,NasdaqCM,,0.0,0.0
"Amplitech Group, Inc.",AMPGW,NasdaqCM,,,
"Amphastar Pharmaceuticals, Inc.",AMPH,NasdaqGS,,0.0,0.0
"Amplitude, Inc.",AMPL,NasdaqCM,,0.0,0.0
"Altus Power, Inc.",AMPS,NYSE,2015-08-06 19:00:00,0.0,0.0
"Amprius Technologies, Inc.",AMPX,NYSE,,0.0,0.0
,AMPX-WS,,,,
Amplify Energy Corp.,AMPY,NYSE,2020-03-29 19:00:00,0.0,0.0
"Alpha Metallurgical Resources, ",AMR,NYSE,2023-04-02 19:00:00,1.185,0.00803172
"Ameresco, Inc.",AMRC,NYSE,,0.0,0.0
"A-Mark Precious Metals, Inc.",AMRK,NasdaqGS,2023-01-26 18:00:00,0.4,0.013932428
Amarin Corporation plc,AMRN,NasdaqGM,,0.0,0.0
"Amyris, Inc.",AMRS,NasdaqGS,2017-06-05 19:00:00,0.0,0.0
"Amneal Pharmaceuticals, Inc.",AMRX,NYSE,,0.0,0.0
American Shared Hospital Servic,AMS,NYSE American,2007-07-15 19:00:00,0.0,0.0
American Superconductor Corpora,AMSC,NasdaqGS,,0.0,0.0
"AMERISAFE, Inc.",AMSF,NasdaqGS,2023-03-23 19:00:00,1.24,0.025045447
Amesite Inc.,AMST,NasdaqCM,,0.0,0.0
"American Software, Inc.",AMSWA,NasdaqGS,2023-05-16 19:00:00,0.44,0.034108527
American Tower Corporation (REI,AMT,NYSE,2023-04-27 19:00:00,5.86,0.028964017
Amerant Bancorp Inc.,AMTB,NasdaqGS,2023-02-27 18:00:00,0.36,0.015618223
AMTD IDEA Group,AMTD,NYSE,,0.0,0.0
Applied Molecular Transport Inc,AMTI,NasdaqGS,,0.0,0.0
"Aemetis, Inc",AMTX,NasdaqGM,,0.0,0.0
ETRACS Alerian MLP Index ETN Se,AMUB,NYSEArca,2018-09-05 19:00:00,,
"Atlis Motor Vehicles, Inc.",AMV,NasdaqGM,,0.0,0.0
American Woodmark Corporation,AMWD,NasdaqGS,2011-06-26 19:00:00,0.0,0.0
American Well Corporation,AMWL,NYSE,,0.0,0.0
"America Movil, S.A.B. de C.V. A",AMX,NYSE,2022-12-29 18:00:00,0.0,0.0
Amryt Pharma plc,AMYT,NasdaqGS,,0.0,0.0
InfraCap MLP ETF,AMZA,NYSEArca,,,
Direxion Daily AMZN Bear 1X Sha,AMZD,NasdaqGM,,,
"Amazon.com, Inc.",AMZN,NasdaqGS,,0.0,0.0
Direxion Daily AMZN Bull 1.5X S,AMZU,NasdaqGM,,,
"AutoNation, Inc.",AN,NYSE,,0.0,0.0
"AnaptysBio, Inc.",ANAB,NasdaqGS,,0.0,0.0
"The Andersons, Inc.",ANDE,NasdaqGS,2023-04-23 19:00:00,0.72,0.01818641
"Anebulo Pharmaceuticals, Inc.",ANEB,NasdaqCM,,0.0,0.0
"Arista Networks, Inc.",ANET,NYSE,,0.0,0.0
ProShares MSCI Transformational,ANEW,NYSEArca,,,
Abercrombie & Fitch Company,ANF,NYSE,2020-03-15 19:00:00,0.0,0.0
Anghami Inc.,ANGH,NasdaqGM,,0.0,0.0
Anghami Inc. Warrants,ANGHW,NasdaqCM,,0.0,0.0
Angi Inc.,ANGI,NasdaqGS,,0.0,0.0
VanEck Fallen Angel High Yield ,ANGL,NasdaqGM,,0.0,0.0
Angion Biomedica Corp.,ANGN,NasdaqGS,,0.0,0.0
"AngioDynamics, Inc.",ANGO,NasdaqGS,,0.0,0.0
Anika Therapeutics Inc.,ANIK,NasdaqGS,,0.0,0.0
"ANI Pharmaceuticals, Inc.",ANIP,NasdaqGM,,0.0,0.0
"Anixa Biosciences, Inc.",ANIX,NasdaqCM,,0.0,0.0
"Annexon, Inc.",ANNX,NasdaqGS,,0.0,0.0
"AnPac Bio-Medical Science Co., ",ANPC,NasdaqCM,,0.0,0.0
"ANSYS, Inc.",ANSS,NasdaqGS,,0.0,0.0
AirNet Technology Inc.,ANTE,NasdaqCM,2019-04-10 19:00:00,0.0,0.0
"AN2 Therapeutics, Inc.",ANTX,NasdaqGS,,0.0,0.0
"Annovis Bio, Inc.",ANVS,NYSE,,0.0,0.0
Sphere 3D Corp.,ANY,NasdaqCM,2018-11-05 18:00:00,0.0,0.0
Anzu Special Acquisition Corp I,ANZU,NasdaqCM,,0.0,0.0
Anzu Special Acquisition Corp I,ANZUU,NasdaqCM,,0.0,0.0
Anzu Special Acquisition Corp I Warrant,ANZUW,NasdaqCM,,,
iShares Core Aggressive Allocat,AOA,NYSEArca,,0.0,0.0
Aberdeen Total Dynamic Dividend,AOD,NYSE,2019-01-30 18:00:00,0.69,0.08972692
Arogo Capital Acquisition Corp.,AOGO,NasdaqGM,,0.0,0.0
Arogo Capital Acquisition Corp.,AOGOW,NasdaqGM,,0.0,0.0
iShares Core Conservative Alloc,AOK,NYSEArca,,,
iShares Core Moderate Allocatio,AOM,NYSEArca,,,
"Angel Oak Mortgage REIT, Inc.",AOMR,NYSE,2023-03-30 19:00:00,1.54,0.2132964
Aon plc,AON,NYSE,2023-02-14 18:00:00,2.19,0.007661361
iShares Core Growth Allocation ,AOR,NYSEArca,,,
"Artivion, Inc.",AORT,NYSE,,0.0,0.0
A.O. Smith Corporation,AOS,NYSE,2023-02-14 18:00:00,1.14,0.017099146
Alpha and Omega Semiconductor L,AOSL,NasdaqGS,,0.0,0.0
AOT Growth and Innovation ETF,AOTG,NasdaqGM,,0.0,0.0
"American Outdoor Brands, Inc.",AOUT,NasdaqGS,,0.0,0.0
Ampco-Pittsburgh Corporation,AP,NYSE,2017-04-27 19:00:00,0.0,0.0
APA Corporation,APA,NasdaqGS,2023-05-21 19:00:00,0.75,0.023400936
StoneBridge Acquisition Corpora,APAC,NasdaqCM,,0.0,0.0
StoneBridge Acquisition Corpora,APACU,NasdaqCM,,0.0,0.0
StoneBridge Acquisition Corporation Warrant,APACW,NasdaqCM,,,
Artisan Partners Asset Manageme,APAM,NYSE,2023-02-27 18:00:00,2.47,0.08324908
AP Acquisition Corp,APCA,NYSE,,0.0,0.0
,APCA-WS,,,,
AppTech Payments Corp.,APCX,NasdaqCM,,0.0,0.0
AppTech Payments Corp. Warrant,APCXW,NasdaqCM,,,
"Air Products and Chemicals, Inc",APD,NYSE,2023-05-07 19:00:00,6.48,0.023390124
"Applied DNA Sciences, Inc.",APDN,NasdaqCM,2019-10-31 19:00:00,0.0,0.0
"AMC Entertainment Holdings, Inc",APE,NYSE,,0.0,0.0
"American Public Education, Inc.",APEI,NasdaqGS,,0.0,0.0
"Apollo Endosurgery, Inc.",APEN,NasdaqGM,2016-12-29 18:00:00,0.0,0.0
APi Group Corporation,APG,NYSE,,0.0,0.0
Apollo Strategic Growth Capital,APGB,NYSE,,0.0,0.0
,APGB-WS,,,,
"Apexigen, Inc.",APGN,NasdaqCM,,0.0,0.0
,APGNW,NasdaqCM,,0.0,0.0
Amphenol Corporation,APH,NYSE,2023-04-11 19:00:00,0.81,0.010652288
"Agora, Inc.",API,NasdaqGS,,0.0,0.0
Applied Digital Corporation,APLD,NasdaqGS,,0.0,0.0
"Apple Hospitality REIT, Inc.",APLE,NYSE,2023-03-14 19:00:00,0.6,0.039164495
"Apellis Pharmaceuticals, Inc.",APLS,NasdaqGS,,0.0,0.0
"Applied Therapeutics, Inc.",APLT,NasdaqGM,,0.0,0.0
Aptorum Group Limited,APM,NasdaqGM,,0.0,0.0
AxonPrime Infrastructure Acquis,APMI,NasdaqCM,,0.0,0.0
AxonPrime Infrastructure Acquis,APMIU,NasdaqCM,,0.0,0.0
AxonPrime Infrastructure Acquisition Corporation Warrants,APMIW,NasdaqCM,,,
"Apollo Global Management, Inc. ",APO,NYSE,2023-02-27 18:00:00,1.6,0.027772956
"Apogee Enterprises, Inc.",APOG,NasdaqGS,2023-02-14 18:00:00,0.88,0.021276595
Applovin Corporation,APP,NasdaqGS,,0.0,0.0
"AppFolio, Inc.",APPF,NasdaqGM,,0.0,0.0
"AppHarvest, Inc.",APPH,NasdaqGS,,0.0,0.0
"AppHarvest, Inc.",APPHW,NasdaqGS,,,
Appian Corporation,APPN,NasdaqGM,,0.0,0.0
"Digital Turbine, Inc.",APPS,NasdaqCM,,0.0,0.0
"Aprea Therapeutics, Inc.",APRE,NasdaqGS,,0.0,0.0
"Blue Apron Holdings, Inc.",APRN,NYSE,2019-06-16 19:00:00,0.0,0.0
AllianzIM U.S. Large Cap Buffer,APRT,NYSEArca,,0.0,0.0
AllianzIM U.S. Large Cap Buffer,APRW,NYSEArca,,0.0,0.0
Trust TrueShares Structured Out,APRZ,BATS,,,
"Alpha Pro Tech, Ltd.",APT,NYSE American,,0.0,0.0
Alpha Partners Technology Merge,APTM,NasdaqCM,,0.0,0.0
Alpha Partners Technology Merge,APTMU,NasdaqCM,,0.0,0.0
Alpha Partners Technology Merger Corp. Warrant,APTMW,NasdaqCM,,,
"Aptose Biosciences, Inc.",APTO,NasdaqCM,,0.0,0.0
Aptiv PLC,APTV,NYSE,2020-02-18 18:00:00,0.0,0.0
Aptinyx Inc.,APTX,NasdaqCM,,0.0,0.0
Aptevo Therapeutics Inc.,APVO,NasdaqCM,2020-03-26 19:00:00,0.0,0.0
Asia Pacific Wire & Cable Corpo,APWC,NasdaqCM,2018-11-29 18:00:00,0.0,0.0
APx Acquisition Corp. I,APXI,NasdaqGM,,0.0,0.0
APx Acquisition Corp. I,APXIU,NasdaqGM,,0.0,0.0
APx Acquisition Corp. I Warrant,APXIW,NasdaqGM,,0.0,0.0
Apyx Medical Corporation,APYX,NasdaqGS,,0.0,0.0
"AquaBounty Technologies, Inc.",AQB,NasdaqCM,2015-06-11 19:00:00,0.0,0.0
AI Quality Growth ETF,AQGX,NYSEArca,,,
"Aqua Metals, Inc.",AQMS,NasdaqCM,,0.0,0.0
Algonquin Power & Utilities Cor,AQN,NYSE,2023-01-12 18:00:00,0.703,0.092015706
Algonquin Power & Utilities Cor,AQNA,NYSE,2023-04-16 19:00:00,,
Algonquin Power & Utilities Cor,AQNB,NYSE,2023-03-31 19:00:00,,
Algonquin Power & Utilities Cor,AQNU,NYSE,2023-03-14 19:00:00,0.703,0.026883366
"Aquestive Therapeutics, Inc.",AQST,NasdaqGM,,0.0,0.0
Aquaron Acquisition Corp.,AQU,NasdaqCM,,0.0,0.0
Evoqua Water Technologies Corp.,AQUA,NYSE,,0.0,0.0
Aquaron Acquisition Corp.,AQUNR,NasdaqCM,,0.0,0.0
Aquaron Acquisition Corp.,AQUNU,NasdaqCM,,0.0,0.0
Global X Clean Water ETF,AQWA,NasdaqGM,,,
Antero Resources Corporation,AR,NYSE,,0.0,0.0
"Aravive, Inc.",ARAV,NasdaqGS,2018-10-15 19:00:00,0.0,0.0
Accuray Incorporated,ARAY,NasdaqGS,,0.0,0.0
AltShares Merger Arbitrage ETF,ARB,NYSEArca,,,
Arbe Robotics Ltd.,ARBE,NasdaqCM,,0.0,0.0
Arbe Robotics Ltd. Warrant,ARBEW,NasdaqCM,,0.0,0.0
Aequi Acquisition Corp.,ARBG,NasdaqCM,,0.0,0.0
Aequi Acquisition Corp.,ARBGU,NasdaqCM,,0.0,0.0
Aequi Acquisition Corp.,ARBGW,NasdaqCM,,,
Argo Blockchain plc,ARBK,NasdaqGS,,0.0,0.0
Argo Blockchain plc - 8.75% Sen,ARBKL,NasdaqGM,2023-10-30 19:00:00,,
"ARC Document Solutions, Inc.",ARC,NYSE,2023-05-30 19:00:00,0.2,0.064935066
ArcBest Corporation,ARCB,NasdaqGS,2023-02-27 18:00:00,0.44,0.0048463484
Ares Capital Corporation - Clos,ARCC,NasdaqGM,2018-12-27 18:00:00,1.75,0.10063255
Arco Platform Limited,ARCE,NasdaqGS,,0.0,0.0
"Arch Resources, Inc.",ARCH,NYSE,2023-03-14 19:00:00,25.11,0.18641426
Arbor Rapha Capital Bioholdings,ARCK,NasdaqGM,,0.0,0.0
Arbor Rapha Capital Bioholdings,ARCKU,NasdaqGM,,0.0,0.0
Arbor Rapha Capital Bioholdings Corp. I Warrants,ARCKW,NasdaqGM,,,
Arrow Reserve Capital Managemen,ARCM,BATS,,0.0,0.0
Arcos Dorados Holdings Inc.,ARCO,NYSE,2022-12-29 18:00:00,0.15,0.01915709
Arcturus Therapeutics Holdings ,ARCT,NasdaqGM,2017-11-15 18:00:00,0.0,0.0
Ares Dynamic Credit Allocation ,ARDC,NYSE,,0.0,0.0
Aridis Pharmaceuticals Inc.,ARDS,NasdaqCM,,0.0,0.0
"Ardelyx, Inc.",ARDX,NasdaqGM,,0.0,0.0
Alexandria Real Estate Equities,ARE,NYSE,2023-04-13 19:00:00,4.72,0.03717999
"American Rebel Holdings, Inc.",AREB,NasdaqCM,,0.0,0.0
"American Rebel Holdings, Inc. W",AREBW,NasdaqCM,,0.0,0.0
American Resources Corporation,AREC,NasdaqCM,2017-05-23 19:00:00,0.0,0.0
"The Arena Group Holdings, Inc.",AREN,NYSE American,,0.0,0.0
Ares Management Corporation,ARES,NYSE,2021-09-29 19:00:00,2.44,0.03271216
Argo Group International Holdin,ARGD,NYSE,2019-03-14 19:00:00,,
Argo Group International Holdin,ARGO,NYSE,2022-12-14 18:00:00,1.24,0.0428029
Global X MSCI Argentina ETF,ARGT,NYSEArca,,0.0,0.0
argenx SE,ARGX,NasdaqGS,,0.0,0.0
"Arhaus, Inc.",ARHS,NasdaqGS,,0.0,0.0
Apollo Commercial Real Estate F,ARI,NYSE,2023-01-12 18:00:00,1.4,0.1502146
"Aris Water Solutions, Inc.",ARIS,NYSE,2023-03-28 19:00:00,0.36,0.042303175
Arisz Acquisition Corp.,ARIZ,NasdaqGM,,0.0,0.0
Arisz Acquisition Corp.,ARIZR,NasdaqGM,,,
Arisz Acquisition Corp.,ARIZU,NasdaqGM,,0.0,0.0
Arisz Acquisition Corp. Warrant,ARIZW,NasdaqGM,,,
ARK Fintech Innovation ETF,ARKF,NYSEArca,,0.0,0.0
ARK Genomic Revolution ETF,ARKG,BATS,,0.0,0.0
ARK Innovation ETF,ARKK,NYSEArca,,0.0,0.0
ARKO Corp.,ARKO,NasdaqCM,2023-03-20 19:00:00,0.09,0.010613209
ARK Autonomous Technology & Rob,ARKQ,BATS,,,
Ark Restaurants Corp.,ARKR,NasdaqGM,2023-03-13 19:00:00,0.375,0.020536693
ARK Next Generation Internet ET,ARKW,NYSEArca,,,
ARK Space Exploration & Innovat,ARKX,BATS,,,
"American Realty Investors, Inc.",ARL,NYSE,,0.0,0.0
"Arlo Technologies, Inc.",ARLO,NYSE,,0.0,0.0
"Alliance Resource Partners, L.P",ARLP,NasdaqGS,2023-02-13 18:00:00,1.95,0.10696655
Aramark,ARMK,NYSE,2023-03-07 18:00:00,0.44,0.013095238
"Armata Pharmaceuticals, Inc.",ARMP,NYSE American,2019-05-09 19:00:00,0.0,0.0
Exchange Listed Funds Trust Arm,ARMR,NYSEArca,,,
Arconic Corporation,ARNC,NYSE,2020-02-24 18:00:00,0.0,0.0
"Archrock, Inc.",AROC,NYSE,2021-08-15 19:00:00,0.585,0.06049638
Arrow Financial Corporation,AROW,NasdaqGS,2023-03-14 19:00:00,1.056,0.03922734
The Advisors? Inner Circle Fund,ARP,NYSEArca,,0.0,0.0
Arqit Quantum Inc.,ARQQ,NasdaqCM,,0.0,0.0
Arqit Quantum Inc. Warrants,ARQQW,NasdaqCM,,,
"Arcutis Biotherapeutics, Inc.",ARQT,NasdaqGS,,0.0,0.0
"ARMOUR Residential REIT, Inc.",ARR,NYSE,2023-03-27 19:00:00,1.2,0.23904383
Arrowroot Acquisition Corp.,ARRW,NasdaqCM,,0.0,0.0
Arrowroot Acquisition Corp.,ARRWU,NasdaqCM,,0.0,0.0
Arrowroot Acquisition Corp. Warrant,ARRWW,NasdaqCM,,,
"Array Technologies, Inc.",ARRY,NasdaqGM,,0.0,0.0
Artemis Strategic Investment Co,ARTE,NasdaqGM,,0.0,0.0
Artemis Strategic Investment Co,ARTEU,NasdaqGM,,0.0,0.0
Artemis Strategic Investment Corporation Warrant,ARTEW,NasdaqGM,,,
"Artelo Biosciences, Inc.",ARTL,NasdaqCM,2019-06-20 19:00:00,0.0,0.0
"Artelo Biosciences, Inc.",ARTLW,NasdaqCM,,,
Artesian Resources Corporation,ARTNA,NasdaqGS,2023-02-22 18:00:00,1.092,0.02041503
"Art's-Way Manufacturing Co., In",ARTW,NasdaqCM,2015-03-01 18:00:00,0.0,0.0
Arrival,ARVL,NasdaqGS,,0.0,0.0
"Arvinas, Inc.",ARVN,NasdaqGS,,0.0,0.0
First Trust Indxx Metaverse ETF,ARVR,NasdaqGM,2017-12-28 18:00:00,,
"Arrow Electronics, Inc.",ARW,NYSE,,0.0,0.0
"Arrowhead Pharmaceuticals, Inc.",ARWR,NasdaqGS,,0.0,0.0
ARYA Sciences Acquisition Corp ,ARYD,NasdaqCM,,0.0,0.0
ARYA Sciences Acquisition Corp ,ARYE,NasdaqCM,,0.0,0.0
ASA  Gold and Precious Metals L,ASA,NYSE,2018-11-27 18:00:00,0.02,0.0013404825
Sendas Distribuidora S A,ASAI,NYSE,2023-02-27 18:00:00,0.037,0.0023110555
"Asana, Inc.",ASAN,NYSE,,0.0,0.0
Waitr Holdings Inc.,ASAP,Other OTC,,0.0,0.0
Associated Banc-Corp,ASB,NYSE,2023-03-14 19:00:00,0.81,0.042209484
,ASBA,NYSE,,,
Ardmore Shipping Corporation,ASC,NYSE,2023-03-14 19:00:00,0.45,0.029163964
A SPAC I Acquisition Corp.,ASCA,NasdaqCM,,0.0,0.0
A SPAC I Acquisition Corp.,ASCAU,NasdaqCM,,0.0,0.0
A SPAC I Acquisition Corp. Warr,ASCAW,NasdaqCM,,0.0,0.0
A SPAC II Acquisition Corp.,ASCB,NasdaqGM,,0.0,0.0
A SPAC II Acquisition Corp.,ASCBR,NasdaqGM,,0.0,0.0
A SPAC II Acquisition Corp.,ASCBU,NasdaqGM,,0.0,0.0
A SPAC II Acquisition Corp. War,ASCBW,NasdaqGM,,0.0,0.0
Global X FTSE Southeast Asia ET,ASEA,NYSEArca,,,
FlexShares Real Assets Allocati,ASET,NasdaqGM,2018-06-27 19:00:00,,
"Liberty All-Star Growth Fund, I",ASG,NYSE,2019-03-10 19:00:00,0.5,0.10020041
abrdn Global Infrastructure Inc,ASGI,NYSE,,0.0,0.0
ASGN Incorporated,ASGN,NYSE,,0.0,0.0
Ashland Inc.,ASH,NYSE,2023-03-14 19:00:00,1.305,0.013684982
Xtrackers Harvest CSI 300 China,ASHR,NYSEArca,,,
Xtrackers Harvest CSI 500 China,ASHS,NYSEArca,,0.0,0.0
Xtrackers MSCI China A Inclusio,ASHX,NYSEArca,,,
AdvanSix Inc.,ASIX,NYSE,2023-03-16 19:00:00,0.56,0.016110472
AerSale Corporation,ASLE,NasdaqCM,,0.0,0.0
ASLAN Pharmaceuticals Limited,ASLN,NasdaqCM,,0.0,0.0
Avino Silver & Gold Mines Ltd.,ASM,NYSE American,,0.0,0.0
"Assembly Biosciences, Inc.",ASMB,NasdaqGS,,0.0,0.0
ASML Holding N.V. - New York Re,ASML,NasdaqGS,2023-05-09 19:00:00,5.8,0.009560072
Ascendis Pharma A/S,ASND,NasdaqGS,,0.0,0.0
"Actelis Networks, Inc.",ASNS,NasdaqCM,,0.0,0.0
"Academy Sports and Outdoors, In",ASO,NasdaqGS,2023-04-12 19:00:00,0.3,0.0050075115
"Abri SPAC I, Inc.",ASPA,NasdaqCM,,0.0,0.0
