shortName,symbol,fullExchangeName,dividendDate,trailingAnnualDividendYield,averageAnalystRating,trailingPE,trailingAnnualDividendRate
Brinks Company (The),BCO,NYSE,2023-02-28 18:00:00,0.012740882,2.0 - Buy,17.295082,0.8
Balchem Corporation,BCPC,NasdaqGS,2023-01-19 18:00:00,0.0055958387,1.7 - Buy,39.84,0.71
Barclays PLC,BCS,NYSE,2023-03-30 19:00:00,0.010603828,3.5 - Hold,5.3692307,0.072
"Bain Capital Specialty Finance,",BCSF,NYSE,2023-04-27 19:00:00,0.11423841,3.2 - Hold,7.4085364,1.38
Belden Inc,BDC,NYSE,2023-04-05 19:00:00,0.0024624476,2.3 - Buy,13.898501,0.2
Blackrock Enhanced Equity Divid,BDJ,NYSE,2023-03-30 19:00:00,0.13043995,3.0 - Hold,,1.097
"Flanigan's Enterprises, Inc.",BDL,NYSE American,2022-04-18 19:00:00,0.036023054,,8.447762,1.0
Brandywine Realty Trust,BDN,NYSE,2023-04-18 19:00:00,0.15230462,3.3 - Hold,16.275862,0.76
"Becton, Dickinson and Company",BDX,NYSE,2023-03-30 19:00:00,0.015011941,2.2 - Buy,45.68138,3.52
"Becton, Dickinson and Company D",BDXB,NYSE,2023-02-28 18:00:00,0.07324178,,7.7360277,3.52
Bel Fuse Inc.,BELFA,NasdaqGS,2023-04-30 19:00:00,0.007497657,2.0 - Buy,7.7500005,0.24
Bel Fuse Inc.,BELFB,NasdaqGS,2023-04-30 19:00:00,0.007377805,2.0 - Buy,7.9693403,0.24
"Franklin Resources, Inc.",BEN,NYSE,2023-04-13 19:00:00,0.043494422,3.5 - Hold,13.755101,1.17
Brookfield Renewable Partners L,BEP,NYSE,2023-03-30 19:00:00,0.044444446,1.9 - Buy,,1.28
Brookfield Renewable Corporatio,BEPC,NYSE,2023-03-30 19:00:00,0.042316478,1.7 - Buy,3.3912086,1.297
Brookfield BRP Holdings (Canada,BEPH,NYSE,2023-04-29 19:00:00,,,,
Brookfield BRP Holdings (Canada,BEPI,NYSE,2023-04-29 19:00:00,,,,
"Berry Global Group, Inc.",BERY,NYSE,2023-03-14 19:00:00,0.004515896,2.1 - Buy,10.1389885,0.25
Brown Forman Inc,BF-A,NYSE,2023-04-02 19:00:00,0.012461614,,41.673332,0.771
Brown Forman Inc,BF-B,NYSE,2023-04-02 19:00:00,0.01247371,3.3 - Hold,41.593334,0.771
Bank First Corporation,BFC,NasdaqCM,2023-04-04 19:00:00,0.0129834255,3.0 - Hold,13.2428055,0.94
"Bread Financial Holdings, Inc.",BFH,NYSE,2023-03-16 19:00:00,0.027079303,2.2 - Buy,8.02551,0.84
BankFinancial Corporation,BFIN,NasdaqGS,2023-02-23 18:00:00,0.04514673,2.0 - Buy,11.615386,0.4
"Saul Centers, Inc.",BFS,NYSE,2023-04-27 19:00:00,0.06331169,3.0 - Hold,22.98773,2.34
"Business First Bancshares, Inc.",BFST,NasdaqGS,2023-02-27 18:00:00,0.027272725,1.8 - Buy,7.8017244,0.48
BlackRock California Municipal ,BFZ,NYSE,2023-04-02 19:00:00,0.04590747,,,0.516
Bunge Limited Bunge Limited,BG,NYSE,2023-06-01 19:00:00,0.024795951,1.9 - Buy,9.940392,2.4
"BGC Partners, Inc.",BGCP,NasdaqGS,2023-03-30 19:00:00,0.007905139,2.0 - Buy,41.538464,0.04
Big 5 Sporting Goods Corporatio,BGFV,NasdaqGS,2023-03-23 19:00:00,0.12953368,2.0 - Buy,6.775862,1.0
"B&G Foods, Inc. B&G Foods, Inc.",BGS,NYSE,2023-04-30 19:00:00,0.1075233,3.2 - Hold,,1.615
"BGSF, Inc.",BGSF,NYSE,2023-03-01 18:00:00,0.053956836,,10.390476,0.6
"Bar Harbor Bankshares, Inc.",BHB,NYSE American,2023-03-15 19:00:00,0.038130842,2.5 - Buy,9.508417,1.02
"Benchmark Electronics, Inc.",BHE,NYSE,2023-01-12 18:00:00,0.029164828,1.7 - Buy,11.884817,0.66
"Brighthouse Financial, Inc. - D",BHFAM,NasdaqGS,2023-03-26 19:00:00,0.0,,1.2316599,0.0
"Brighthouse Financial, Inc. - d",BHFAN,NasdaqGS,2023-03-26 19:00:00,0.0,,1.3545879,0.0
"Brighthouse Financial, Inc. - D",BHFAO,NasdaqGS,2023-03-26 19:00:00,0.0,,1.8748512,0.0
"Brighthouse Financial, Inc. - D",BHFAP,NasdaqGS,2023-03-26 19:00:00,0.0,,1.9224364,0.0
"Berkshire Hills Bancorp, Inc.",BHLB,NYSE,2023-03-01 18:00:00,0.021471174,3.0 - Hold,12.841584,0.54
BHP Group Limited,BHP,NYSE,2023-03-29 19:00:00,0.0455483,1.7 - Buy,8.393586,2.65
Braemar Hotels & Resorts Inc.,BHR,NYSE,2023-04-16 19:00:00,0.018735362,2.0 - Buy,,0.08
"Big Lots, Inc.",BIG,NYSE,2023-03-30 19:00:00,0.09287926,3.2 - Hold,,1.2
Brookfield Infrastructure Partn,BIP,NYSE,2023-03-30 19:00:00,0.045368623,2.3 - Buy,232.92857,1.44
Brookfield Infrastructure Corpo,BIPC,NYSE,2023-03-30 19:00:00,0.032816775,,4.653251,1.44
Brookfield Infrastructure Corpo,BIPH,NYSE,2023-03-30 19:00:00,,,,
BIP Bermuda Holdings I Limited ,BIPI,NYSE,2023-03-30 19:00:00,,,,
The Bank of New York Mellon Cor,BK,NYSE,2023-02-02 18:00:00,0.032265395,2.2 - Buy,15.91398,1.42
BlackRock Capital Investment Co,BKCC,NasdaqGS,2023-04-05 19:00:00,0.11922504,3.0 - Hold,69.6,0.4
Brookdale Senior Living Inc. 7.,BKDT,NYSE,2023-05-14 19:00:00,,,,
"Buckle, Inc. (The)",BKE,NYSE,2023-01-26 18:00:00,0.038652677,3.0 - Hold,7.0350876,1.4
Black Hills Corporation,BKH,NYSE,2023-02-28 18:00:00,0.0392125,3.0 - Hold,15.595959,2.41
Baker Hughes Company,BKR,NasdaqGS,2023-02-16 18:00:00,0.027188083,2.0 - Buy,,0.73
Bank of South Carolina Corp.,BKSC,NasdaqCM,2023-01-30 18:00:00,0.045606975,,12.974577,0.68
BK Technologies Corporation,BKTI,NYSE American,2022-11-07 18:00:00,0.04054054,2.0 - Buy,,0.12
"BankUnited, Inc.",BKU,NYSE,2023-04-27 19:00:00,0.04321521,3.1 - Hold,6.754386,1.0
"BlackRock, Inc.",BLK,NYSE,2023-03-22 19:00:00,0.030898789,2.1 - Buy,18.918325,19.52
"Bloomin' Brands, Inc.",BLMN,NasdaqGS,2023-03-14 19:00:00,0.022038568,2.2 - Buy,24.23148,0.56
Banco Latinoamericano de Comerc,BLX,NYSE,2023-03-27 19:00:00,0.05733945,1.0 - Strong Buy,7.26033,1.0
Banco Macro S.A.,BMA,NYSE,2023-01-03 18:00:00,1.3194528,3.5 - Hold,12.066667,22.18
BlackRock Health Sciences Trust,BMEZ,NYSE,2023-03-30 19:00:00,0.0,,,0.0
"Badger Meter, Inc.",BMI,NYSE,2023-03-09 18:00:00,0.0074391738,2.4 - Buy,53.548386,0.85
Bank Of Montreal,BMO,NYSE,2023-05-25 19:00:00,0.06329998,2.8 - Hold,5.836461,5.44
Bank of Marin Bancorp,BMRC,NasdaqCM,2023-02-09 18:00:00,0.040016335,2.5 - Buy,8.400652,0.98
Bristol-Myers Squibb Company,BMY,NYSE,2023-04-30 19:00:00,0.03245406,2.4 - Buy,22.366667,2.19
Brookfield Corporation,BN,NYSE,2023-03-30 19:00:00,0.019451197,2.0 - Buy,25.353449,0.56
Brookfield Finance Inc. 4.625% ,BNH,NYSE,2023-04-15 19:00:00,,,,
Brookfield Finance Inc. 4.50% P,BNJ,NYSE,2023-02-23 18:00:00,,,,
"Broadstone Net Lease, Inc.",BNL,NYSE,2023-04-13 19:00:00,0.06349207,2.7 - Hold,23.444443,1.08
Brookfield Reinsurance Ltd.,BNRE,NYSE,2023-03-30 19:00:00,0.019518996,,2.776415,0.56
Bank Nova Scotia Halifax Pfd 3,BNS,NYSE,2023-04-25 19:00:00,0.08628692,3.2 - Hold,9.1663475,4.09
BioNTech SE,BNTX,NasdaqGS,2022-06-16 19:00:00,0.0,2.2 - Buy,3.1366773,0.0
Bank of Hawaii Corporation,BOH,NYSE,2023-03-13 19:00:00,0.05882353,3.3 - Hold,10.309197,2.8
BOK Financial Corporation,BOKF,NasdaqGS,2023-02-27 18:00:00,0.0,2.9 - Hold,11.875,0.0
Bank of the James Financial Gro,BOTJ,NasdaqCM,2023-03-16 19:00:00,0.025985662,,5.9042554,0.29
BP p.l.c.,BP,NYSE,2023-03-30 19:00:00,0.006722455,2.3 - Buy,,0.241
"Popular, Inc.",BPOP,NasdaqGS,2023-04-02 19:00:00,0.042536736,2.3 - Buy,3.719125,2.2
"Popular, Inc. - Popular Capital",BPOPM,NasdaqGS,2023-04-02 19:00:00,,,,
"Princeton Bancorp, Inc.",BPRN,NasdaqGS,2023-03-02 18:00:00,0.031847134,2.7 - Hold,7.9464717,1.0
BP Prudhoe Bay Royalty Trust,BPT,NYSE,2023-01-22 18:00:00,0.07190594,2.0 - Buy,2.5329342,0.581
Brookfield Property Partners L.,BPYPM,NasdaqGS,2023-03-30 19:00:00,,,,
Brookfield Property Partners L.,BPYPN,NasdaqGS,2023-03-30 19:00:00,0.10035842,,6.584699,1.4
Brookfield Property Partners L.,BPYPO,NasdaqGS,2023-03-30 19:00:00,0.09222661,,7.030965,1.4
Brookfield Property Partners L.,BPYPP,NasdaqGS,2023-03-30 19:00:00,0.084848486,3.0 - Hold,7.481785,1.4
"Broadridge Financial Solutions,",BR,NYSE,2023-04-04 19:00:00,0.020051414,2.7 - Hold,30.758392,2.73
"Blue Ridge Bankshares, Inc.",BRBS,NYSE American,2023-01-30 18:00:00,0.047434658,,7.0821915,0.49
Brady Corporation,BRC,NYSE,2023-04-27 19:00:00,0.017601548,2.0 - Buy,17.156351,0.91
Bridge Investment Group Holding,BRDG,NYSE,2023-03-23 19:00:00,0.08950086,2.3 - Buy,13.123596,1.04
"Brookline Bancorp, Inc.",BRKL,NasdaqGS,2023-02-23 18:00:00,0.04831358,2.2 - Buy,7.929578,0.53
Bruker Corporation,BRKR,NasdaqGS,2023-03-16 19:00:00,0.0027416039,2.1 - Buy,37.86082,0.2
Broadmark Realty Capital Inc.,BRMK,NYSE,2023-03-14 19:00:00,0.17225951,3.0 - Hold,,0.77
"Barnwell Industries, Inc.",BRN,NYSE American,2023-03-12 19:00:00,0.014634146,,3.981132,0.03
"Brown & Brown, Inc.",BRO,NYSE,2023-02-14 18:00:00,0.0078981845,2.5 - Buy,22.493877,0.422
"BrightSpire Capital, Inc.",BRSP,NYSE,2023-01-16 18:00:00,0.13122924,2.5 - Buy,17.941175,0.79
BRT Apartments Corp. (MD),BRT,NYSE,2023-01-04 18:00:00,0.052915767,2.0 - Buy,7.135338,0.98
Brixmor Property Group Inc.,BRX,NYSE,2023-04-16 19:00:00,0.046489563,2.2 - Buy,17.623934,0.98
Berry Corporation (bry),BRY,NasdaqGS,2023-03-22 19:00:00,0.17914438,2.2 - Buy,2.8,1.34
Banco Santander - Chile,BSAC,NYSE,2022-05-04 19:00:00,0.0,3.0 - Hold,8.03302,0.0
Banco Santander Brasil SA,BSBR,NYSE,2023-03-12 19:00:00,0.19101796,3.2 - Hold,14.571428,0.957
"Bassett Furniture Industries, I",BSET,NasdaqGS,2023-05-25 19:00:00,0.033167496,2.0 - Buy,6.777777,0.6
BrightSphere Investment Group I,BSIG,NYSE,2023-03-30 19:00:00,0.0017754105,2.7 - Hold,9.934498,0.04
"Black Stone Minerals, L.P.",BSM,NYSE,2023-02-22 18:00:00,0.12473195,2.2 - Buy,6.7735853,1.745
"Banco Santander Mexico, S.A., I",BSMX,NYSE,2022-08-03 19:00:00,0.0,3.0 - Hold,6.649484,0.0
Sierra Bancorp,BSRR,NasdaqGS,2023-02-12 18:00:00,0.051139522,3.0 - Hold,8.106667,0.92
BlackRock Science and Technolog,BSTZ,NYSE,2023-03-30 19:00:00,0.0,,,0.0
Bank7 Corp.,BSVN,NasdaqGS,2023-04-06 19:00:00,0.0,2.3 - Buy,7.7174597,0.0
"Bentley Systems, Incorporated",BSY,NasdaqGS,2023-03-06 18:00:00,0.0029761905,1.9 - Buy,73.196434,0.12
B2Gold Corp,BTG,NYSE American,2023-03-16 19:00:00,0.045714285,1.5 - Strong Buy,14.75,0.16
British American Tobacco  Indus,BTI,NYSE,2024-02-05 18:00:00,0.05996696,1.7 - Buy,10.431034,2.178
Anheuser-Busch Inbev SA Sponsor,BUD,NYSE,2022-06-01 19:00:00,0.013497139,2.6 - Hold,21.336843,0.802
Burford Capital Limited,BUR,NYSE,2022-11-30 18:00:00,0.016297262,1.5 - Strong Buy,234.33334,0.125
First Busey Corporation,BUSE,NasdaqGS,2023-01-26 18:00:00,0.044188283,1.8 - Buy,9.122882,0.92
Bluegreen Vacations Holding Cor,BVH,NYSE,2023-03-19 19:00:00,0.017674783,2.0 - Buy,7.796511,0.45
Buenaventura Mining Company Inc,BVN,NYSE,2022-05-15 19:00:00,0.008957055,2.6 - Hold,16.163265,0.073
BorgWarner Inc.,BWA,NYSE,2023-03-14 19:00:00,0.014811588,2.3 - Buy,12.192207,0.68
"Bridgewater Bancshares, Inc. - ",BWBBP,NasdaqCM,2023-02-28 18:00:00,0.0,,12.315257,0.0
"Bankwell Financial Group, Inc.",BWFG,NasdaqGM,2023-02-22 18:00:00,0.031080032,2.0 - Buy,5.599581,0.8
"Betterware de Mexico, S.A.P.I. ",BWMX,NasdaqCM,2023-03-20 19:00:00,0.0,2.0 - Buy,10.044249,0.0
"Babcock & Wilcox Enterprises, I",BWNB,NYSE,2023-03-30 19:00:00,,,,
"Babcock & Wilcox Enterprises, I",BWSN,NYSE,2023-04-29 19:00:00,,,,
"BWX Technologies, Inc.",BWXT,NYSE,2023-03-27 19:00:00,0.014255629,2.2 - Buy,24.10728,0.88
Blackstone Inc.,BX,NYSE,2023-02-12 18:00:00,0.05076728,2.2 - Buy,36.81857,4.4
"Blackstone Mortgage Trust, Inc.",BXMT,NYSE,2023-01-12 18:00:00,0.13777778,2.4 - Buy,12.794327,2.48
"Boston Properties, Inc.",BXP,NYSE,2023-01-29 18:00:00,0.07136355,2.6 - Hold,9.64144,3.92
"Byline Bancorp, Inc.",BY,NYSE,2023-02-20 18:00:00,0.017664379,2.3 - Buy,9.29386,0.36
Boyd Gaming Corporation,BYD,NYSE,2023-04-14 19:00:00,0.010147134,2.2 - Buy,10.243612,0.6
"Citigroup, Inc.",C,NYSE,2023-02-23 18:00:00,0.045515396,2.5 - Buy,6.7886906,2.04
"Cable One, Inc.",CABO,NYSE,2023-03-09 18:00:00,0.017356269,2.7 - Hold,16.595718,11.2
Camden National Corporation,CAC,NasdaqGS,2023-01-30 18:00:00,0.044739023,3.0 - Hold,8.928572,1.62
Cadence Bank,CADE,NYSE,2023-04-02 19:00:00,0.04147031,2.4 - Buy,8.841463,0.88
"ConAgra Brands, Inc.",CAG,NYSE,2023-03-01 18:00:00,0.03602467,2.6 - Hold,25.267607,1.285
"Cardinal Health, Inc.",CAH,NYSE,2023-04-14 19:00:00,0.028329993,2.6 - Hold,,1.978
The Cheesecake Factory Incorpor,CAKE,NasdaqGS,2023-03-20 19:00:00,0.023369879,2.7 - Hold,41.43678,0.81
"Caleres, Inc.",CAL,NYSE,2023-04-05 19:00:00,0.011930124,2.0 - Buy,4.688755,0.28
"Cal-Maine Foods, Inc.",CALM,NasdaqGS,2023-02-08 18:00:00,0.056214634,2.7 - Hold,5.7124996,3.08
Cango Inc.,CANG,NYSE,2022-11-22 18:00:00,0.0,3.0 - Hold,,0.0
CrossAmerica Partners LP,CAPL,NYSE,2023-02-09 18:00:00,0.10401188,3.0 - Hold,13.063694,2.1
"Carisma Therapeutics, Inc.",CARM,NasdaqGM,2023-03-07 18:00:00,0.0,3.0 - Hold,,0.0
Carrier Global Corporation,CARR,NYSE,2023-02-09 18:00:00,0.0146617405,2.4 - Buy,11.20403,0.635
"Pathward Financial, Inc.",CASH,NasdaqGS,2023-04-02 19:00:00,0.0046200044,2.7 - Hold,10.882076,0.2
"Cass Information Systems, Inc",CASS,NasdaqGS,2023-03-14 19:00:00,0.024667103,3.0 - Hold,18.405512,1.13
"Caseys General Stores, Inc.",CASY,NasdaqGS,2023-05-14 19:00:00,0.007175536,2.2 - Buy,17.464764,1.49
"Caterpillar, Inc.",CAT,NYSE,2023-02-16 18:00:00,0.021679094,2.7 - Hold,17.971241,4.71
Cambridge Bancorp,CATC,NasdaqCM,2023-02-22 18:00:00,0.037198488,2.5 - Buy,9.475935,2.56
Cato Corporation (The),CATO,NYSE,2023-04-02 19:00:00,0.076836154,,,0.68
Cathay General Bancorp,CATY,NasdaqGS,2023-03-08 18:00:00,0.03705722,2.7 - Hold,7.80625,1.36
Chubb Limited,CB,NYSE,2023-04-09 19:00:00,0.017634131,2.3 - Buy,15.275477,3.29
"Colony Bankcorp, Inc.",CBAN,NasdaqGM,2023-02-22 18:00:00,0.04110899,2.7 - Hold,9.342105,0.43
Companhia Brasileira de Distrib,CBD,NYSE,2022-06-21 19:00:00,0.0,2.0 - Buy,,0.0
"CB Financial Services, Inc.",CBFV,NasdaqGM,2023-02-27 18:00:00,0.0421978,2.5 - Buy,10.3211,0.96
"Catalyst Biosciences, Inc.",CBIO,NasdaqCM,2023-01-11 18:00:00,6.626506,2.7 - Hold,0.51282054,1.43
"CBL & Associates Properties, In",CBL,NYSE,2023-03-30 19:00:00,0.030562347,2.0 - Buy,,0.75
"Capital Bancorp, Inc.",CBNK,NasdaqGS,2023-02-21 18:00:00,0.0,2.0 - Buy,6.1413426,0.0
"Cboe Global Markets, Inc.",CBOE,BATS,2023-03-14 19:00:00,0.01603272,2.5 - Buy,57.665115,1.96
Cracker Barrel Old Country Stor,CBRL,NasdaqGS,2023-05-08 19:00:00,0.046445157,3.4 - Hold,23.385246,5.2
"Commerce Bancshares, Inc.",CBSH,NasdaqGS,2023-03-26 19:00:00,0.01701553,3.0 - Hold,15.910761,1.008
Cabot Corporation,CBT,NYSE,2023-03-09 18:00:00,0.020382868,1.8 - Buy,12.65017,1.48
"Community Bank System, Inc.",CBU,NYSE,2023-04-09 19:00:00,0.032240134,2.9 - Hold,16.391304,1.74
Chemours Company (The),CC,NYSE,2023-03-14 19:00:00,0.03500175,2.7 - Hold,8.773134,1.0
"Crescent Capital BDC, Inc.",CCAP,NasdaqGM,2023-04-16 19:00:00,0.12014652,1.3 - Strong Buy,28.0,1.64
Capital City Bank Group,CCBG,NasdaqGS,2023-03-19 19:00:00,0.02154047,2.4 - Buy,13.337499,0.66
"Cryo-Cell International, Inc.",CCEL,NYSE American,2022-09-08 19:00:00,0.0,2.0 - Buy,10.294118,0.0
Coca-Cola Europacific Partners ,CCEP,NasdaqGS,2022-12-06 18:00:00,0.03009674,2.1 - Buy,16.4,1.68
Chase Corporation,CCF,NYSE American,2022-12-08 18:00:00,0.009863879,,23.077625,1.0
Crown Castle Inc.,CCI,NYSE,2023-03-30 19:00:00,0.045029767,2.5 - Buy,33.97949,5.975
Cameco Corporation,CCJ,NYSE,2022-12-14 18:00:00,0.004928131,1.4 - Strong Buy,153.8125,0.12
"Crown Holdings, Inc.",CCK,NYSE,2023-03-22 19:00:00,0.011282051,2.1 - Buy,13.481928,0.88
"CareCloud, Inc. - 8.75% Series ",CCLDO,NasdaqGM,2023-06-14 19:00:00,0.0,,,0.0
"CareCloud, Inc. - 11% Series A ",CCLDP,NasdaqGM,2023-06-14 19:00:00,0.0,,,0.0
CSI Compressco LP,CCLP,NasdaqGS,2023-02-13 18:00:00,0.03076923,3.0 - Hold,,0.04
CNB Financial Corporation,CCNE,NasdaqGS,2023-03-14 19:00:00,0.03429691,2.0 - Buy,6.417178,0.7
CNB Financial Corporation - Dep,CCNEP,NasdaqGS,2023-02-28 18:00:00,0.029510962,,7.492236,0.7
"Cogent Communications Holdings,",CCOI,NasdaqGS,2023-03-23 19:00:00,0.057889596,2.4 - Buy,566.8182,3.555
"Century Communities, Inc.",CCS,NYSE,2023-03-14 19:00:00,0.013857613,2.7 - Hold,3.7280757,0.8
"Compania Cervecerias Unidas, S.",CCU,NYSE,2023-01-12 18:00:00,0.0,2.2 - Buy,19.077923,0.0
Comcast Holdings ZONES,CCZ,NYSE,2023-01-14 18:00:00,,,47.01365,
"Cadre Holdings, Inc.",CDRE,NYSE,2023-02-16 18:00:00,0.0,1.7 - Buy,111.47059,0.0
CDW Corporation,CDW,NasdaqGS,2023-03-09 18:00:00,0.011078717,2.0 - Buy,24.137156,2.09
"Cadiz, Inc. - Depositary Shares",CDZIP,NasdaqGM,2023-01-16 18:00:00,0.0,,,0.0
Celanese Corporation Celanese C,CE,NYSE,2023-03-06 18:00:00,0.026781352,2.5 - Buy,6.3286843,2.74
Constellation Energy Corporatio,CEG,NasdaqGS,2023-03-09 18:00:00,0.0072934176,2.2 - Buy,,0.564
CONSOL Energy Inc.,CEIX,NYSE,2023-02-27 18:00:00,0.042074367,2.0 - Buy,4.416459,2.15
Central Puerto S.A.,CEPU,NYSE,2023-01-08 18:00:00,0.5865581,2.7 - Hold,30.941177,2.88
Crestwood Equity Partners LP,CEQP,NYSE,2023-02-13 18:00:00,0.11273666,2.0 - Buy,,2.62
Crestwood Equity Partners LP Pr,CEQP-P,NYSE,2023-02-13 18:00:00,0.29273742,,,2.62
"CF Industries Holdings, Inc.",CF,NYSE,2023-02-27 18:00:00,0.020695364,2.5 - Buy,4.59208,1.5
CF Bankshares Inc.,CFBK,NasdaqCM,2023-01-30 18:00:00,0.009345795,3.0 - Hold,7.0752687,0.18
C&F Financial Corporation,CFFI,NasdaqGS,2023-03-31 19:00:00,0.02834428,,6.768396,1.64
"Capitol Federal Financial, Inc.",CFFN,NasdaqGS,2023-02-16 18:00:00,0.044444446,3.0 - Hold,13.631579,0.34
"Citizens Financial Group, Inc.",CFG,NYSE,2023-02-13 18:00:00,0.05141225,2.1 - Buy,8.046913,1.62
"Cullen/Frost Bankers, Inc.",CFR,NYSE,2023-03-14 19:00:00,0.030396849,2.5 - Buy,12.895487,3.24
The Carlyle Group Inc.,CG,NasdaqGS,2023-02-28 18:00:00,0.042497545,2.4 - Buy,9.103245,1.3
The Carlyle Group Inc. - 4.625%,CGABL,NasdaqGS,2023-11-14 18:00:00,,,,
Centerra Gold Inc.,CGAU,NYSE,2023-03-27 19:00:00,0.033768352,3.0 - Hold,,0.207
"Carlyle Secured Lending, Inc.",CGBD,NasdaqGS,2023-04-13 19:00:00,0.097953215,2.2 - Buy,9.157895,1.34
Cognex Corporation,CGNX,NasdaqGS,2023-03-16 19:00:00,0.005555555,2.9 - Hold,39.81967,0.265
City Holding Company,CHCO,NasdaqGS,2023-01-30 18:00:00,0.027018264,3.0 - Hold,13.603128,2.5
Community Healthcare Trust Inco,CHCT,NYSE,2023-02-28 18:00:00,0.048750345,1.8 - Buy,44.95062,1.775
"Church & Dwight Company, Inc.",CHD,NYSE,2023-02-28 18:00:00,0.012182387,2.7 - Hold,51.166668,1.05
"Churchill Downs, Incorporated",CHDN,NasdaqGS,2023-01-05 18:00:00,0.0029719041,1.9 - Buy,21.37511,0.714
Chemed Corp,CHE,NYSE,2023-03-16 19:00:00,0.0028677168,1.3 - Strong Buy,31.431253,1.48
"Choice Hotels International, In",CHH,NYSE,2023-04-17 19:00:00,0.008470798,3.2 - Hold,19.0,0.95
Chesapeake Energy Corporation,CHK,NasdaqGS,2023-03-22 19:00:00,0.1337985,1.9 - Buy,2.2904942,9.588
Chemung Financial Corp,CHMG,NasdaqGS,2023-04-02 19:00:00,0.028401284,2.3 - Buy,7.4029365,1.24
Cherry Hill Mortgage Investment,CHMI,NYSE,2023-01-30 18:00:00,0.20262665,2.5 - Buy,9.24138,1.08
"Charah Solutions, Inc. 8.50% Se",CHRB,NYSE,2023-04-29 19:00:00,,,,
Chord Energy Corporation,CHRD,NasdaqGS,2023-03-20 19:00:00,0.13183737,1.7 - Buy,3.0449467,16.245
"C.H. Robinson Worldwide, Inc.",CHRW,NasdaqGS,2023-04-02 19:00:00,0.023155738,3.2 - Hold,13.200269,2.26
CHS Inc,CHSCL,NasdaqGS,2023-03-30 19:00:00,0.0,,,0.0
CHS Inc,CHSCM,NasdaqGS,2023-03-30 19:00:00,0.0,,,0.0
CHS Inc - Preferred,CHSCN,NasdaqGS,2023-03-30 19:00:00,0.0,,,0.0
CHS Inc,CHSCO,NasdaqGS,2023-03-30 19:00:00,0.0,,,0.0
CHS Inc - 8%  Cumulative Redeem,CHSCP,NasdaqGS,2023-03-30 19:00:00,0.0,,,0.0
"Chunghwa Telecom Co., Ltd.",CHT,NYSE,2022-08-11 19:00:00,0.1225756,,25.622517,4.702
ChampionX Corporation,CHX,NasdaqGS,2023-04-27 19:00:00,0.011714174,1.8 - Buy,34.144737,0.3
The Cigna Group,CI,NYSE,2023-03-22 19:00:00,0.0165705,2.4 - Buy,12.963155,4.48
BanColombia S.A.,CIB,NYSE,2023-01-12 18:00:00,0.0,2.4 - Buy,4.2262774,0.0
Colliers International Group In,CIGI,NasdaqGS,2023-01-12 18:00:00,0.0028406403,1.9 - Buy,101.46227,0.3
Chimera Investment Corporation,CIM,NYSE,2023-04-26 19:00:00,0.20779221,2.8 - Hold,,1.12
Cincinnati Financial Corporatio,CINF,NasdaqGS,2023-04-13 19:00:00,0.025852378,2.9 - Hold,,2.76
"City Office REIT, Inc.",CIO,NYSE,2023-01-23 18:00:00,0.11049724,2.2 - Buy,31.863638,0.8
CION Investment Corporation,CION,NYSE,2023-01-30 18:00:00,0.11934805,2.0 - Buy,10.306123,1.135
"Civista Bancshares, Inc.",CIVB,NasdaqCM,2023-02-28 18:00:00,0.03171008,1.8 - Buy,7.0909085,0.56
"Civitas Resources, Inc.",CIVI,NYSE,2023-03-29 19:00:00,0.10378013,2.0 - Buy,4.7007303,6.287
CompX International Inc.,CIX,NYSE American,2023-03-20 19:00:00,0.059880238,,9.852941,1.0
Citizens Holding Company,CIZN,NasdaqGM,2023-03-30 19:00:00,0.07212622,,8.20122,0.96
Colgate-Palmolive Company,CL,NYSE,2023-05-14 19:00:00,0.025503907,2.6 - Hold,34.24882,1.86
Clarus Corporation,CLAR,NasdaqGS,2023-03-16 19:00:00,0.010718114,1.9 - Buy,,0.1
Core Laboratories N.V.,CLB,NYSE,2023-03-05 18:00:00,0.0019714143,3.0 - Hold,48.119045,0.04
Chatham Lodging Trust (REIT),CLDT,NYSE,2023-04-16 19:00:00,0.006802721,1.8 - Buy,256.5,0.07
"Climb Global Solutions, Inc.",CLMB,NasdaqGM,2023-03-16 19:00:00,0.013900246,1.0 - Strong Buy,17.379929,0.68
Clipper Realty Inc.,CLPR,NYSE,2022-11-24 18:00:00,0.05891473,2.3 - Buy,,0.38
CLPS Incorporation,CLPS,NasdaqGM,2023-01-09 18:00:00,0.0,,,0.0
Euro Tech Holdings Company Limi,CLWT,NasdaqCM,2022-06-22 19:00:00,0.0,,25.4,0.0
Clorox Company (The),CLX,NYSE,2023-05-11 19:00:00,0.037610337,3.4 - Hold,43.256985,5.88
Canadian Imperial Bank of Comme,CM,NYSE,2023-04-27 19:00:00,0.08061771,3.3 - Hold,11.250674,3.315
Comerica Incorporated,CMA,NYSE,2023-03-31 19:00:00,0.060673654,2.2 - Buy,5.621015,2.72
Commercial Metals Company,CMC,NYSE,2023-02-01 18:00:00,0.013413505,2.6 - Hold,4.218839,0.58
Caledonia Mining Corporation Pl,CMCL,NYSE American,2023-01-26 18:00:00,0.0407866,2.5 - Buy,5.9411764,0.56
Columbus McKinnon Corporation,CMCO,NasdaqGS,2023-02-20 18:00:00,0.007878447,2.0 - Buy,23.167742,0.28
